,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct,cleaned_text,crowd_ans,page_id_x,count_yes_x,count_no_x,count_na_x,MV,page_id_y,count_yes_y,count_no_y,count_na_y
1262,2255681.0,タイミル湖,長さ,43,5,m (127,43,10,m (127,43,11,43,16,,True,,,,,6172,6178,12085,12091,,m (127,"yes,no,no,yes,no,no,no,yes,no,no",,,,,,,,,
1263,2255681.0,タイミル湖,面積,45,17,"sq mi) [3]平均水深
2.8 m",45,38,"sq&#160;mi) <sup id=""cite_ref-RussEnc_3-0"" class=""reference""><a href=""#cite_note-RussEnc-3"">&#91;3&#93;</a></sup></td></tr><tr class=""note"" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap;"">平均水深</th><td class="""" style="""" itemprop="""">
2.8&#160;m",46,5,46,10,,True,,,,,6227,6246,12672,12947,,"sq mi) [3]平均水深
28 m","no,no,no,no,no,no,no,no,yes,no",,,,,,,,,
1264,2255681.0,タイミル湖,座標・緯度,46,12,"t) [3]最深部
2",46,22,"t) <sup id=""cite_ref-RussEnc_3-1"" class=""reference""><a href=""#cite_note-RussEnc-3"">&#91;3&#93;</a></sup></td></tr><tr class=""note"" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap;"">最深部</th><td class="""" style="""" itemprop="""">
2",47,1,47,1,,True,,,,,6253,6263,12959,13215,,"t) [3]最深部
2","no,no,no,no,no,no,yes,no,no,no",,,,,,,,,
1265,2255681.0,タイミル湖,貯水量,48,15,"u mi)水面標高
6 m (20 f",48,36,"u&#160;mi)</td></tr><tr class=""note"" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap;"">水面標高</th><td class="""" style="""" itemprop="""">
6&#160;m (20&#160;f",49,9,49,19,,True,,,,,6295,6313,13524,13705,,"u mi)水面標高
6 m (20 f","no,no,no,no,no,yes,no,yes,no,no",,,,,,,,,
1266,2255681.0,タイミル湖,別名,53,24,Таймы́р,53,211,Таймы́р,53,31,53,218,,,,,True,,6360,6367,14607,14614,True,Таймы́р,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",,,,,,,,,
1267,2255681.0,タイミル湖,動物,53,24,Таймы́р,53,211,Таймы́р,53,31,53,218,,True,,,,,6360,6367,14607,14614,,Таймы́р,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1268,2255681.0,タイミル湖,別名,53,32,Таймы́рское о́зеро,53,219,Таймы́рское о́зеро,53,50,53,237,True,,,True,True,,6368,6386,14615,14633,True,Таймы́рское о́зеро,"no,yes,no,yes,yes,yes,yes,yes,yes,no",,,,,,,,,
1269,2255681.0,タイミル湖,動物,53,32,Таймы́рское о́зеро,53,219,Таймы́рское о́зеро,53,50,53,237,,True,,,,,6368,6386,14615,14633,,Таймы́рское о́зеро,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1270,2255681.0,タイミル湖,別名,53,24,Таймы́р、Таймы́рское о́зеро,53,211,Таймы́р、Таймы́рское о́зеро,53,50,53,237,,,,True,,,6360,6386,14607,14633,,Таймы́р、Таймы́рское о́зеро,"yes,yes,yes,yes,no,no,yes,no,no,no",,,,,,,,,
1271,2255681.0,タイミル湖,流入・流出河川,57,136,カラミサーモ川,57,139,カラミサーモ川,57,143,57,146,True,True,True,True,True,,6666,6673,15777,15784,True,カラミサーモ川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1272,2255681.0,タイミル湖,流入・流出河川,39,36,カラミサーモ川,39,36,カラミサーモ川,39,43,39,43,,True,True,True,True,,6102,6109,11059,11066,True,カラミサーモ川,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",,,,,,,,,
1273,2255681.0,タイミル湖,所在地,37,0,クラスノヤルスク地方,37,131,クラスノヤルスク地方,37,10,37,141,True,True,,True,True,,5815,5825,8702,8712,True,クラスノヤルスク地方,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1274,2255681.0,タイミル湖,所在地,53,57,クラスノヤルスク地方,53,447,クラスノヤルスク地方,53,67,53,457,,True,,,,,6393,6403,14843,14853,True,クラスノヤルスク地方,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1275,2255681.0,タイミル湖,所在地,53,57,クラスノヤルスク地方、,53,447,クラスノヤルスク地方</a>、,53,68,53,462,True,,,,,,6393,6404,14843,14858,,クラスノヤルスク地方、,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1276,2255681.0,タイミル湖,所在地,53,57,クラスノヤルスク地方、タイミル半島の中央部,53,447,"クラスノヤルスク地方</a>、<a href=""/index.php/%E3%82%BF%E3%82%A4%E3%83%9F%E3%83%AB%E5%8D%8A%E5%B3%B6"" title=""タイミル半島"">タイミル半島</a>の中央部",53,78,53,567,,,,,True,,6393,6414,14843,14963,,クラスノヤルスク地方、タイミル半島の中央部,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1277,2255681.0,タイミル湖,別名,58,39,クングサラフ湖,58,121,クングサラフ湖,58,46,58,128,,,,True,,,6759,6766,16017,16024,,クングサラフ湖,"no,no,no,no,no,no,no,no,yes,no",,,,,,,,,
1278,2255681.0,タイミル湖,構成する湖沼,58,39,クングサラフ湖,58,121,クングサラフ湖,58,46,58,128,,True,,,,,6759,6766,16017,16024,,クングサラフ湖,"yes,no,yes,yes,yes,yes,no,yes,no,yes",,,,,,,,,
1279,2255681.0,タイミル湖,島,39,0,ザパドナーヤ,39,0,ザパドナーヤ,39,6,39,6,True,,,,,,6066,6072,11023,11029,,ザパドナーヤ,"no,no,no,no,no,no,no,yes,no,no",,,,,,,,,
1280,2255681.0,タイミル湖,流入・流出河川,39,0,ザパドナーヤ,39,0,ザパドナーヤ,39,6,39,6,True,,,,,,6066,6072,11023,11029,,ザパドナーヤ,"yes,yes,no,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1281,2255681.0,タイミル湖,湖岸の地域区分,39,0,ザパドナーヤ,39,0,ザパドナーヤ,39,6,39,6,True,,,,,,6066,6072,11023,11029,,ザパドナーヤ,"yes,no,no,no,no,yes,no,no,no,no",,,,,,,,,
1282,2255681.0,タイミル湖,流入・流出河川,57,100,ザパドナーヤ川,57,103,ザパドナーヤ川,57,107,57,110,True,True,True,True,True,,6630,6637,15741,15748,True,ザパドナーヤ川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1283,2255681.0,タイミル湖,流入・流出河川,39,0,ザパドナーヤ川,39,0,ザパドナーヤ川,39,7,39,7,,True,True,True,True,,6066,6073,11023,11030,True,ザパドナーヤ川,"yes,yes,yes,yes,yes,yes,nan,yes,yes,yes",,,,,,,,,
1284,2255681.0,タイミル湖,流入・流出河川,39,8,セーヴェルナヤ川,39,8,セーヴェルナヤ川,39,16,39,16,True,True,True,True,True,,6074,6082,11031,11039,True,セーヴェルナヤ川,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",,,,,,,,,
1285,2255681.0,タイミル湖,流入・流出河川,57,108,セーヴェルナヤ川,57,111,セーヴェルナヤ川,57,116,57,119,True,True,True,True,True,,6638,6646,15749,15757,True,セーヴェルナヤ川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1286,2255681.0,タイミル湖,所在地,37,11,タイミル半島,37,237,タイミル半島,37,17,37,243,True,,,True,True,,5826,5832,8808,8814,True,タイミル半島,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1287,2255681.0,タイミル湖,所在地,53,68,タイミル半島の中央部,53,553,タイミル半島</a>の中央部,53,78,53,567,True,True,,,,,6404,6414,14949,14963,True,タイミル半島の中央部,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1288,2255681.0,タイミル湖,流入・流出河川,39,45,タイミル川,39,45,タイミル川,39,50,39,50,True,,,,,,6111,6116,11068,11073,,タイミル川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1289,2255681.0,タイミル湖,流入・流出河川,40,1,タイミル川,40,1,タイミル川,40,6,40,6,True,,,,,,6121,6126,11312,11317,,タイミル川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1290,2255681.0,タイミル湖,流入・流出河川,57,79,タイミル川,57,82,タイミル川,57,84,57,87,,,,,True,,6609,6614,15720,15725,,タイミル川,"yes,yes,yes,yes,yes,yes,yes,yes,no,yes",,,,,,,,,
1291,2255681.0,タイミル湖,流入・流出河川,57,157,タイミル川,57,160,タイミル川,57,162,57,165,,,,,True,,6687,6692,15798,15803,,タイミル川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1292,2255681.0,タイミル湖,湖岸の地域区分,58,3,ツンドラ,58,81,ツンドラ,58,7,58,85,,True,,,,,6723,6727,15977,15981,,ツンドラ,"nan,no,no,yes,no,no,yes,no,yes,yes",,,,,,,,,
1293,2255681.0,タイミル湖,別名,61,0,ドジョウ,61,3,ドジョウ,61,4,61,7,,True,,,,,6800,6804,16131,16135,,ドジョウ,"no,no,no,no,no,no,no,no,yes,no",,,,,,,,,
1294,2255681.0,タイミル湖,動物,61,0,ドジョウ,61,3,ドジョウ,61,4,61,7,True,,,,True,,6800,6804,16131,16135,True,ドジョウ,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",,,,,,,,,
1295,2255681.0,タイミル湖,成因,61,108,ノーヴァヤ・ゼムリャーで行われた核実験の粒子が風で運ばれた,61,327,ノーヴァヤ・ゼムリャー</a>で行われた核実験の粒子が風で運ばれた,61,137,61,360,,,,True,,,6908,6937,16455,16488,,ノーヴァヤ・ゼムリャーで行われた核実験の粒子が風で運ばれた,"no,no,yes,no,no,no,yes,no,no,no",,,,,,,,,
1296,2255681.0,タイミル湖,流入・流出河川,57,117,ビカーダ・ングオーマ川,57,120,ビカーダ・ングオーマ川,57,128,57,131,True,True,True,True,True,,6647,6658,15758,15769,True,ビカーダ・ングオーマ川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1297,2255681.0,タイミル湖,流入・流出河川,39,17,ビカーダ・ングオーマ川,39,17,ビカーダ・ングオーマ川,39,28,39,28,,True,True,,True,,6083,6094,11040,11051,True,ビカーダ・ングオーマ川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1298,2255681.0,タイミル湖,所在地,53,85,ビルランガ山地の南,53,619,ビルランガ山地の南,53,94,53,628,True,True,,,,,6421,6430,15015,15024,True,ビルランガ山地の南,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1299,2255681.0,タイミル湖,別名,61,5,ホワイトフィッシュ,61,8,ホワイトフィッシュ,61,14,61,17,,True,,,,,6805,6814,16136,16145,,ホワイトフィッシュ,"no,no,no,nan,no,no,yes,no,no,no",,,,,,,,,
1300,2255681.0,タイミル湖,動物,61,5,ホワイトフィッシュ,61,8,ホワイトフィッシュ,61,14,61,17,True,,True,True,True,,6805,6814,16136,16145,True,ホワイトフィッシュ,"yes,yes,yes,yes,yes,yes,no,yes,yes,yes",,,,,,,,,
1301,2255681.0,タイミル湖,別名,58,47,ポルトニャージノ湖,58,129,ポルトニャージノ湖,58,56,58,138,,,,True,,,6767,6776,16025,16034,,ポルトニャージノ湖,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1302,2255681.0,タイミル湖,構成する湖沼,58,47,ポルトニャージノ湖,58,129,ポルトニャージノ湖,58,56,58,138,,True,,,,,6767,6776,16025,16034,,ポルトニャージノ湖,"no,yes,no,no,yes,yes,yes,yes,no,yes",,,,,,,,,
1303,2255681.0,タイミル湖,所在地,53,70,ミル半島の中央部,53,555,ミル半島</a>の中央部,53,78,53,567,,,True,,,,6406,6414,14951,14963,,ミル半島の中央部,"yes,no,yes,yes,yes,no,no,no,no,yes",,,,,,,,,
1304,2255681.0,タイミル湖,別名,34,6,ミル湖,34,276,ミル湖,34,9,34,279,,,True,,,,5735,5738,7800,7803,,ミル湖,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1305,2255681.0,タイミル湖,別名,61,15,ムクスン,61,18,ムクスン,61,19,61,22,,True,,,,,6815,6819,16146,16150,,ムクスン,"no,no,no,no,no,no,yes,no,no,no",,,,,,,,,
1306,2255681.0,タイミル湖,動物,61,15,ムクスン,61,18,ムクスン,61,19,61,22,True,,,,True,,6815,6819,16146,16150,True,ムクスン,"yes,no,yes,yes,yes,yes,yes,nan,no,yes",,,,,,,,,
1307,2255681.0,タイミル湖,流入・流出河川,57,129,ヤムタリダ川,57,132,ヤムタリダ川,57,135,57,138,True,True,True,True,True,,6659,6665,15770,15776,True,ヤムタリダ川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1308,2255681.0,タイミル湖,流入・流出河川,39,29,ヤムタリダ川,39,29,ヤムタリダ川,39,35,39,35,,True,True,True,True,,6095,6101,11052,11058,True,ヤムタリダ川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1309,2255681.0,タイミル湖,国,42,0,ロシア,42,0,ロシア,42,3,42,3,True,True,True,True,True,,6162,6165,11802,11805,True,ロシア,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",,,,,,,,,
1310,2255681.0,タイミル湖,国,53,53,ロシア,53,308,ロシア,53,56,53,311,True,True,True,True,True,,6389,6392,14704,14707,True,ロシア,"yes,yes,yes,yes,yes,no,yes,yes,yes,yes",,,,,,,,,
1311,2255681.0,タイミル湖,所在地,53,53,ロシアの,53,308,ロシア</a>の,53,57,53,316,,,,,True,,6389,6393,14704,14712,,ロシアの,"yes,yes,yes,yes,yes,yes,yes,no,yes,no",,,,,,,,,
1312,2255681.0,タイミル湖,所在地,53,53,ロシアのクラスノヤルスク地方、タイミル半島の中央部,53,308,"ロシア</a>の<a href=""/index.php/%E3%82%AF%E3%83%A9%E3%82%B9%E3%83%8E%E3%83%A4%E3%83%AB%E3%82%B9%E3%82%AF%E5%9C%B0%E6%96%B9"" title=""クラスノヤルスク地方"">クラスノヤルスク地方</a>、<a href=""/index.php/%E3%82%BF%E3%82%A4%E3%83%9F%E3%83%AB%E5%8D%8A%E5%B3%B6"" title=""タイミル半島"">タイミル半島</a>の中央部",53,78,53,567,,,,True,,,6389,6414,14704,14963,,ロシアのクラスノヤルスク地方、タイミル半島の中央部,"yes,nan,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1313,2255681.0,タイミル湖,流入・流出河川,39,22,ングオーマ川,39,22,ングオーマ川,39,28,39,28,,,,True,,,6088,6094,11045,11051,,ングオーマ川,"yes,yes,no,no,yes,yes,yes,yes,yes,yes",,,,,,,,,
1314,2255681.0,タイミル湖,構成する湖沼,57,78,上,57,81,上,57,79,57,82,,True,,,,,6608,6609,15719,15720,,上,"no,no,no,no,nan,no,no,no,no,no",,,,,,,,,
1315,2255681.0,タイミル湖,流入・流出河川,57,78,上タイミル川,57,81,上タイミル川,57,84,57,87,True,True,True,True,,,6608,6614,15719,15725,True,上タイミル川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1316,2255681.0,タイミル湖,流入・流出河川,39,44,上タイミル川,39,44,上タイミル川,39,50,39,50,,True,,True,True,,6110,6116,11067,11073,True,上タイミル川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1317,2255681.0,タイミル湖,構成する湖沼,57,156,下タイミル,57,159,下タイミル,57,161,57,164,,True,,,,,6686,6691,15797,15802,,下タイミル,"no,no,no,no,yes,yes,no,no,no,no",,,,,,,,,
1318,2255681.0,タイミル湖,流入・流出河川,57,156,下タイミル川,57,159,下タイミル川,57,162,57,165,True,True,,True,,,6686,6692,15797,15803,True,下タイミル川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1319,2255681.0,タイミル湖,流入・流出河川,40,0,下タイミル川,40,0,下タイミル川,40,6,40,6,,True,,True,True,,6120,6126,11311,11317,True,下タイミル川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1320,2255681.0,タイミル湖,動物,61,104,冷戦,61,158,冷戦,61,106,61,160,,,,True,,,6904,6906,16286,16288,,冷戦,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1321,2255681.0,タイミル湖,座標・緯度,38,104,北緯,38,1424,北緯,38,106,38,1426,True,,,,,,5938,5940,10415,10417,,北緯,"yes,no,no,no,no,yes,yes,no,yes,no",,,,,,,,,
1322,2255681.0,タイミル湖,島,38,27,北緯74.54278度,38,575,北緯74.54278度,38,38,38,586,,True,,,,,5861,5872,9566,9577,,北緯7454278度,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1323,2255681.0,タイミル湖,島,38,104,北緯74.54278度,38,1424,北緯74.54278度,38,115,38,1435,,True,,,,,5938,5949,10415,10426,,北緯7454278度,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1324,2255681.0,タイミル湖,座標・緯度,38,27,北緯74.54278度,38,575,北緯74.54278度,38,38,38,586,True,,True,True,True,,5861,5872,9566,9577,,北緯7454278度,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1325,2255681.0,タイミル湖,座標・緯度,38,104,北緯74.54278度,38,1424,北緯74.54278度,38,115,38,1435,,,True,True,True,,5938,5949,10415,10426,,北緯7454278度,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1326,2255681.0,タイミル湖,島,38,0,北緯74度32分34秒,38,370,北緯74度32分34秒,38,11,38,381,,True,,,,,5834,5845,9361,9372,,北緯74度32分34秒,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1327,2255681.0,タイミル湖,島,38,77,北緯74度32分34秒,38,1219,北緯74度32分34秒,38,88,38,1230,,True,,,,,5911,5922,10210,10221,,北緯74度32分34秒,"yes,no,no,no,no,no,no,no,yes,no",,,,,,,,,
1328,2255681.0,タイミル湖,座標・緯度,38,0,北緯74度32分34秒,38,370,北緯74度32分34秒,38,11,38,381,True,,True,True,True,,5834,5845,9361,9372,,北緯74度32分34秒,"yes,no,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1329,2255681.0,タイミル湖,座標・緯度,38,77,北緯74度32分34秒,38,1219,北緯74度32分34秒,38,88,38,1230,True,,True,True,True,,5911,5922,10210,10221,,北緯74度32分34秒,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1330,2255681.0,タイミル湖,所在地,53,90,山地,53,624,山地,53,92,53,626,,,,,True,,6426,6428,15020,15022,,山地,"yes,no,no,no,no,no,yes,no,no,no",,,,,,,,,
1331,2255681.0,タイミル湖,種類,53,90,山地,53,624,山地,53,92,53,626,,,,,True,,6426,6428,15020,15022,,山地,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1332,2255681.0,タイミル湖,幅,57,31,最大幅も湖の東端で23km,57,34,最大幅も湖の東端で23km,57,44,57,47,,True,,,,,6561,6574,15672,15685,,最大幅も湖の東端で23km,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",,,,,,,,,
1333,2255681.0,タイミル湖,座標・経度,38,116,東経,38,1436,東経,38,118,38,1438,True,,,,,,5950,5952,10427,10429,,東経,"yes,no,no,yes,yes,yes,no,no,yes,no",,,,,,,,,
1334,2255681.0,タイミル湖,幅,38,39,東経101.64417度,38,587,東経101.64417度,38,51,38,599,,True,,,,,5873,5885,9578,9590,,東経10164417度,"no,no,no,no,no,no,no,nan,no,no",,,,,,,,,
1335,2255681.0,タイミル湖,幅,38,116,東経101.64417度,38,1436,東経101.64417度,38,128,38,1448,,True,,,,,5950,5962,10427,10439,,東経10164417度,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1336,2255681.0,タイミル湖,座標・経度,38,39,東経101.64417度,38,587,東経101.64417度,38,51,38,599,True,,True,True,True,,5873,5885,9578,9590,,東経10164417度,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",,,,,,,,,
1337,2255681.0,タイミル湖,座標・経度,38,116,東経101.64417度,38,1436,東経101.64417度,38,128,38,1448,,,True,True,True,,5950,5962,10427,10439,,東経10164417度,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1338,2255681.0,タイミル湖,幅,38,12,東経101度38分39秒,38,413,東経101度38分39秒,38,24,38,425,,True,,,,,5846,5858,9404,9416,,東経101度38分39秒,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1339,2255681.0,タイミル湖,幅,38,89,東経101度38分39秒,38,1262,東経101度38分39秒,38,101,38,1274,,True,,,,,5923,5935,10253,10265,,東経101度38分39秒,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1340,2255681.0,タイミル湖,座標・経度,38,12,東経101度38分39秒,38,413,東経101度38分39秒,38,24,38,425,True,,True,True,True,,5846,5858,9404,9416,,東経101度38分39秒,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1341,2255681.0,タイミル湖,座標・経度,38,89,東経101度38分39秒,38,1262,東経101度38分39秒,38,101,38,1274,True,,True,True,True,,5923,5935,10253,10265,,東経101度38分39秒,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1342,2255681.0,タイミル湖,種類,53,83,湖,53,613,湖,53,84,53,614,True,True,True,True,True,,6419,6420,15009,15010,True,湖,"no,yes,yes,no,no,yes,yes,yes,yes,yes",,,,,,,,,
1343,2255681.0,タイミル湖,幅,57,2,約165km,57,5,約165km,57,8,57,11,True,True,,True,True,,6532,6538,15643,15649,True,約165km,"yes,yes,yes,yes,no,no,yes,no,yes,yes",,,,,,,,,
1344,172318.0,チミケップ湖,貯水量,44,0,0.0143 km3,44,0,"0.0143 <a href=""/index.php/%E7%AB%8B%E6%96%B9%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""立方メートル"">km<sup>3",44,10,44,106,,True,True,True,True,True,2610,2620,9118,9224,True,00143 km3,"yes,yes,yes,yes,yes,yes,no,yes,yes,yes",,,,,,,,,
1345,172318.0,チミケップ湖,面積,40,0,1.05[1] km2,40,0,"1.05<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1"">&#91;1&#93;</a></sup> <a href=""/index.php/%E5%B9%B3%E6%96%B9%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""平方キロメートル"">km<sup>2",40,11,40,207,,,True,True,True,True,2566,2577,7932,8139,True,105[1] km2,"yes,yes,yes,yes,yes,yes,nan,yes,yes,yes",,,,,,,,,
1346,172318.0,チミケップ湖,面積,40,0,"1.05[1] km2周囲長
7.5",40,0,"1.05<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1"">&#91;1&#93;</a></sup> <a href=""/index.php/%E5%B9%B3%E6%96%B9%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""平方キロメートル"">km<sup>2</sup></a></td></tr><tr class="""" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap; background: #cedaf2""><a href=""/index.php/%E9%95%B7%E3%81%95"" title=""長さ"">周囲長</a></th><td class="""" style="""" itemprop="""">
7.5",41,3,41,3,,True,,,,,2566,2583,7932,8374,,"105[1] km2周囲長
75","yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1347,172318.0,チミケップ湖,平均水深,43,0,12.2 m,43,0,12.2 m,43,6,43,6,,,True,True,True,,2601,2607,8890,8896,True,122 m,"yes,yes,yes,yes,yes,yes,yes,yes,no,yes",,,,,,,,,
1348,172318.0,チミケップ湖,座標・緯度,43,0,12.2 m,43,0,12.2 m,43,6,43,6,,True,,,,,2601,2607,8890,8896,,122 m,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1349,172318.0,チミケップ湖,座標・経度,39,64,143,39,672,143,39,67,39,675,True,,,,,,2400,2403,6668,6671,,143,"no,nan,nan,yes,yes,no,yes,nan,no,nan",,,,,,,,,
1350,172318.0,チミケップ湖,幅,39,64,143.87583,39,672,143.87583,39,73,39,681,,True,,,,,2400,2409,6668,6677,,14387583,"nan,nan,nan,nan,no,no,no,nan,nan,nan",,,,,,,,,
1351,172318.0,チミケップ湖,幅,39,141,143.87583,39,1529,143.87583,39,150,39,1538,,True,,,,,2477,2486,7525,7534,,14387583,"nan,no,no,nan,no,nan,no,nan,nan,no",,,,,,,,,
1352,172318.0,チミケップ湖,座標・経度,39,64,143.87583,39,672,143.87583,39,73,39,681,,,,True,True,,2400,2409,6668,6677,,14387583,"nan,nan,nan,yes,nan,yes,yes,nan,nan,yes",,,,,,,,,
1353,172318.0,チミケップ湖,座標・経度,39,141,143.87583,39,1529,143.87583,39,150,39,1538,,,,True,True,,2477,2486,7525,7534,,14387583,"yes,nan,nan,yes,nan,nan,nan,nan,yes,nan",,,,,,,,,
1354,172318.0,チミケップ湖,成因,42,0,21.3 m,42,0,"21.3 <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",42,6,42,77,,True,,,,,2591,2597,8641,8718,,213 m,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
1355,172318.0,チミケップ湖,最大水深,42,0,21.3 m,42,0,"21.3 <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",42,6,42,77,,,True,True,True,True,2591,2597,8641,8718,True,213 m,"yes,yes,yes,yes,yes,yes,no,yes,yes,yes",,,,,,,,,
1356,172318.0,チミケップ湖,水面標高,45,0,290  m,45,0,290  m,45,6,45,6,,True,True,True,True,True,2625,2631,9458,9464,True,290  m,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1357,172318.0,チミケップ湖,透明度,49,0,3.1 m,49,0,3.1 m,49,5,49,5,,True,True,True,True,,2655,2660,10394,10399,True,31 m,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
1358,172318.0,チミケップ湖,島,39,54,43.63667,39,662,43.63667,39,62,39,670,,True,,,,,2390,2398,6658,6666,,4363667,"no,nan,no,nan,no,no,no,nan,no,no",,,,,,,,,
1359,172318.0,チミケップ湖,島,39,131,43.63667,39,1519,43.63667,39,139,39,1527,,True,,,,,2467,2475,7515,7523,,4363667,"nan,no,no,no,no,no,no,no,nan,no",,,,,,,,,
1360,172318.0,チミケップ湖,座標・緯度,39,54,43.63667,39,662,43.63667,39,62,39,670,True,,,True,True,,2390,2398,6658,6666,,4363667,"nan,yes,yes,yes,nan,nan,no,yes,yes,nan",,,,,,,,,
1361,172318.0,チミケップ湖,座標・緯度,39,131,43.63667,39,1519,43.63667,39,139,39,1527,,,,True,True,,2467,2475,7515,7523,,4363667,"nan,nan,nan,yes,nan,yes,yes,nan,yes,nan",,,,,,,,,
1362,172318.0,チミケップ湖,周囲長,41,0,7.5  km,41,0,"7.5  <a href=""/index.php/%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""キロメートル"">km",41,7,41,98,,True,True,True,True,True,2580,2587,8371,8469,True,75  km,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
